,created_at,location,text
33,5/12/2019 5:40,Sri Lanka,"Serverless Revolution: the Good, the Bad and the Ugly 
<U+0001F447> 
https://t.co/nHLIH85NX9

#CloudComputing #CloudNative #AWS #GCP #Azure #OpenWhisk #FaaS #Java #Javascript #Nodejs #Python #rstats #BigData #DataScientists"
34,5/8/2019 13:25,Sri Lanka,"Serverless Webhook? Deploy Yours in 5 Minutes – or Less!

<U+0001F449>https://t.co/M2h1RSQUyR

#CloudComputing #CloudNative #AWS #GCP #FaaS #Java #Javascript #Nodejs #Python #rstats #BigData #DataScientists @ThinkServerless @SigmaIDE"
35,5/12/2019 5:15,Germany,"@SAP announces project ""Embrace,"" in collaboration with @Microsoft, #AWS + @Google, and Circular Economy 2030 Winner at SAPPHIRE NOW. #SAPPartners @SAPPartnerEdge @SAPPartnerBuild #CE2030 https://t.co/TozkAPTrmC https://t.co/6xvxlRUqF8"
36,5/8/2019 20:31,,de Havilland Canada DHC-6-100 Twin Otter launched #AWS #gameStatus #GW2
37,5/9/2019 16:08,,Severe weather slows down air traffic in France #AWS #gameStatus #GW1
38,5/12/2019 3:38,,General railway staff strike in United States #AWS #gameStatus #GW1
39,5/10/2019 16:22,,Fire near University of Illinois - Willard #AWS #gameStatus #GW3
40,5/10/2019 8:31,,Boeing 737-100 launched #AWS #gameStatus #GW2
41,5/10/2019 9:56,,Airbus A350-1000 launched #AWS #gameStatus #GW4
42,5/8/2019 4:01,,Fire near Jersey #AWS #gameStatus #GW2
43,5/10/2019 3:31,,Major protests in Hong Kong against the government #AWS #gameStatus #GW2
44,5/11/2019 17:01,,BAC One-Eleven 300 launched #AWS #gameStatus #GW2
45,5/9/2019 21:16,,Severe weather slows down air traffic in Turkey #AWS #gameStatus #BW2
46,5/12/2019 5:08,,Long railway strike in Mali #AWS #gameStatus #GW1
47,5/7/2019 23:08,,Severe weather slows down air traffic in Argentina #AWS #gameStatus #GW1
48,5/10/2019 21:38,,Electrical blackout at Marseille - Provence - flights cancelled #AWS #gameStatus #GW1
49,5/8/2019 1:56,,Severe weather slows down air traffic in Romania #AWS #gameStatus #BW2
50,5/12/2019 0:38,,Severe weather slows down air traffic in Spain #AWS #gameStatus #GW1
51,5/10/2019 14:31,,Protests against supreme court decision in Sudan #AWS #gameStatus #GW2
52,5/8/2019 20:01,,Moscow - Domodedovo (UUDD / DME) airport has been opened #AWS #gameStatus #GW2
53,5/9/2019 10:36,,Severe weather slows down air traffic in Kazakhstan #AWS #gameStatus #GW4
54,5/11/2019 5:21,,Severe weather slows down air traffic in Egypt #AWS #gameStatus #BW2
55,5/12/2019 4:31,,Boeing 727-200 launched #AWS #gameStatus #GW2
56,5/9/2019 8:52,,Major protests in Italy against the government #AWS #gameStatus #GW3
57,5/9/2019 21:08,,Explosion at Tbilisi #AWS #gameStatus #GW1
58,5/9/2019 14:21,,Airbus A350-900 launched #AWS #gameStatus #GW4
59,5/10/2019 17:16,,"Denver staff party went wrong, food poisoning #AWS #gameStatus #BW2"
60,5/8/2019 5:01,,Sud Aviation SE-210 Caravelle 10R launched #AWS #gameStatus #GW2
61,5/9/2019 23:52,,Severe weather slows down air traffic in Greece #AWS #gameStatus #GW3
62,5/8/2019 8:38,,Fire near Exeter #AWS #gameStatus #GW1
63,5/11/2019 19:38,,Political conference causes delays at Novy Urengoy #AWS #gameStatus #GW1
64,5/11/2019 5:06,,Severe weather slows down air traffic in Canada #AWS #gameStatus #GW4
65,5/9/2019 12:31,,Explosive device found at Auckland - Whenuapai #AWS #gameStatus #GW2
66,5/11/2019 18:41,,Explosion at Brasilia - Presidente Juscelino Kubitschek #AWS #gameStatus #BW2
67,5/11/2019 4:31,,Severe weather slows down air traffic in United States #AWS #gameStatus #GW2
68,5/8/2019 7:21,,Severe stock market crash in North America #AWS #gameStatus #BW2
69,5/12/2019 5:05,India,#AWS gives #opensource the middle finger https://t.co/FIdpVutpMO
70,5/12/2019 5:05,"Gurgaon, Haryana",#AWS gives #opensource the middle finger https://t.co/uwGke32ZXI
71,5/11/2019 5:03,"Columbia, SC",Reservation Expiration Alerts Now Available in #AWS Cost Explorer https://t.co/dxtVkkWPZp #cloudcomputing #Cloud #Amazon
72,5/8/2019 5:04,"Columbia, SC",Envera Health Provides Exceptional Patient Experiences with CXone Tools https://t.co/AdTYBmpjML #aws #incontact #IVR
73,5/8/2019 5:40,"Columbia, SC","#AWS IoT Greengrass Adds Support for Python 3.7, Node v8.10.0, and Expands Support for Elliptic-Curve Cryptography https://t.co/sTuCRB6qP7 #cloudcomputing #Cloud #Amazon"
74,5/10/2019 5:45,"Columbia, SC",Answers to Some of Your Most Pressing CX Questions Are Just a Download Away https://t.co/0zQQqq4kWo #cloud #IVR #aws
75,5/10/2019 5:10,"Columbia, SC",New #AWS Business Professional course for APN Partner Accreditation https://t.co/OdcJvMgkJA #cloudcomputing #Cloud #Amazon
76,5/11/2019 5:36,"Columbia, SC",The Shutdown and the Storm: CXone Provides a Welcome Tool for the State of Michigan https://t.co/uWKzFbO4uw #aws #contactcenter #IVR
77,5/12/2019 5:03,"Columbia, SC",#AWS Systems Manager Patch Manager Supports Microsoft Application Patching https://t.co/DULhxpiHF8 #cloudcomputing #Cloud #Amazon
78,5/12/2019 5:00,"San Francisco, CA",The Amazon #AWS Security Wiki https://t.co/j6jxPu3gYU
79,5/11/2019 12:15,"San Francisco, CA",The Amazon #AWS Security Wiki https://t.co/kZYeoaP6RL
80,5/9/2019 5:33,"Chennai, India","What are the best cloud training institutes in Chennai..?  

Checkout: https://t.co/1XU0kb6k5A

Have any Query? Talk to our Experts: +91 9884412301 / 9600112302

#cloud #bigdata #aws #amason #training #webservices #technology #chennai #credosystemz"
81,5/12/2019 4:59,"Chennai, India","Good News for DevOps Engineers - Salary Hike.! 

Checkout: https://t.co/quGZuQO0wt

#DevOps #AWS #IOT #DevOpsEngineers #Hike #Blockchain #UX #Cloud #DevOpsTraining #Chennai #Credosystemz"
82,5/12/2019 4:53,"Bengaluru, India","Our #TalentAcquisition team is looking for Senior #Recruiters to support the rapid growth #AWS in India.

In addition, we are hiring for many of our open positions like #CloudArchitects, #MigrationConsiltants, #SolutionArchitects, #DataScientists, #BigDat…https://t.co/Exp7raNNmU"
83,5/10/2019 21:53,,"With PowerDown's transparent spot management, you can half your EC2 compute cost for Auto Scale Groups in just five clicks.

Free trial: https://t.co/vKKRoKvtPe

#aws #devops #CloudComputing #166 https://t.co/Az0D3hJPNf"
84,5/12/2019 4:40,,"SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/BHANLDpAn0

#aws #cloudwatch #devops #129 https://t.co/GckGjir1uo"
85,5/11/2019 16:21,,"New AWS Cloud Cost Checklist V2.

https://t.co/YPr7kyx11g

#aws #cloudcomputing #webdev #devops #155 https://t.co/31ZLXuNxMA"
86,5/11/2019 4:03,,"SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/BHANLDpAn0

#aws #cloudwatch #devops #128 https://t.co/ob2tM5HZ5v"
87,5/9/2019 10:44,,"With PowerDown's transparent spot management, you can half your EC2 compute cost for Auto Scale Groups in just five clicks.

Free trial: https://t.co/vKKRoKvtPe

#aws #devops #CloudComputing #165 https://t.co/o3KkkaF28T"
88,5/7/2019 22:00,,"Web Developer Security Checklist

New and updated version 2.

Full checklist: https://t.co/1WCvqBawC3

#aws #cloudcomputing #webdev #cybersecurity #149 https://t.co/02yPTSfmgZ"
89,5/9/2019 4:43,,"SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/BHANLDpAn0

#aws #cloudwatch #devops #125 https://t.co/ZffLkqM0Fu"
90,5/8/2019 22:43,,"Lower #AWS #cloud bills by up to 75% with transparent Spot instances.

Transparently use spot instances without compromising availability and automatically power down idle servers.

https://t.co/CZcPM6oPFl

#aws #cloud #devops #startup #144 https://t.co/YKMGZWz4To"
91,5/11/2019 10:09,,"Lower #AWS #cloud bills by up to 75% with transparent Spot instances.

Transparently use spot instances without compromising availability and automatically power down idle servers.

https://t.co/CZcPM6oPFl

#aws #cloud #devops #startup #145 https://t.co/Q1rmaL1m4f"
92,5/8/2019 4:08,,"SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/BHANLDpAn0

#aws #cloudwatch #devops #124 https://t.co/PyVQLLajLf"
93,5/10/2019 9:43,,"SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/BHANLDpAn0

#aws #cloudwatch #devops #127 https://t.co/2LAeXU1cte"
94,5/8/2019 16:28,,"New AWS Cloud Cost Checklist V2.

https://t.co/YPr7kyx11g

#aws #cloudcomputing #webdev #devops #154 https://t.co/P4qPOFqC6H"
95,5/9/2019 21:38,,"SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/BHANLDpAn0

#aws #cloudwatch #devops #126 https://t.co/OypoFofucC"
96,5/8/2019 10:13,,"With PowerDown's transparent spot management, you can half your EC2 compute cost for Auto Scale Groups in just five clicks.

Free trial: https://t.co/vKKRoKvtPe

#aws #devops #CloudComputing #164 https://t.co/rGVrlBuSVU"
97,5/10/2019 3:41,,"Web Developer Security Checklist

New and updated version 2.

Full checklist: https://t.co/1WCvqBawC3

#aws #cloudcomputing #webdev #cybersecurity #150 https://t.co/aQUEKb39F0"
98,5/11/2019 22:33,,"With PowerDown's transparent spot management, you can half your EC2 compute cost for Auto Scale Groups in just five clicks.

Free trial: https://t.co/vKKRoKvtPe

#aws #devops #CloudComputing #167 https://t.co/XIyzT5LS8P"
99,5/12/2019 4:40,"Melbourne, Australia","Security Tip #18: Restrict security group outgoing IP rules to minimize APTs and ""botification"".

Web Developer Security Checklist: https://t.co/lBkmQZbEi2

And PowerDown: https://t.co/A4lyxhlChG

#aws #devops #cybersecurity #121 https://t.co/ouyz24TRSu"
100,5/9/2019 10:44,"Melbourne, Australia","SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/uVmmjzl1xt

#aws #cloudwatch #devops #142 https://t.co/4yK9TaI20s"
101,5/10/2019 3:41,"Melbourne, Australia","SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/uVmmjzl1xt

#aws #cloudwatch #devops #143 https://t.co/cZTqdVp9KM"
102,5/10/2019 9:43,"Melbourne, Australia","Security Tip #19: Ensure all passwords are hashed with crypto such as bcrypt. Never write your own crypto and initialize crypto with good random data.

Full Checklist: https://t.co/lBkmQZbEi2

And PowerDown: https://t.co/A4lyxhlChG

#aws #devops #cybersecurity #121 https://t.co/HvctD6xUij"
103,5/9/2019 21:38,"Melbourne, Australia","Security Tip #15: Create Immutable Hosts instead of long lived servers that you patch and upgrade. Immutable infrastructure can be dramatically more secure.

https://t.co/5jmu5A4QUA

And PowerDown: https://t.co/SbmNzFmOwE

#aws #devops #cybersecurity #122 https://t.co/TtH1CUOxpb"
104,5/11/2019 22:33,"Melbourne, Australia","SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/uVmmjzl1xt

#aws #cloudwatch #devops #146 https://t.co/nH42yU6TMs"
105,5/7/2019 22:00,"Melbourne, Australia","SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/uVmmjzl1xt

#aws #cloudwatch #devops #139 https://t.co/IdMH2hxuWV"
106,5/11/2019 4:03,"Melbourne, Australia","Security Tip #1: Don’t keep port 22 open on #AWS service groups. If you must, only use public key authentication and not passwords. Using SSH regularly, means you have not automated an important task.

Full checklist: https://t.co/lBkmQZbEi2

#aws #devops #cybersecurity #121 https://t.co/tfRI38Nx4y"
107,5/8/2019 4:08,"Melbourne, Australia","Security Tip #16: Don't use a bastion host that is yet another server to secure. Dynamically attach and detach a port 22 security group to your cloud resources when you need remote access.

Full security checklist: https://t.co/lBkmQZbEi2

#aws #devops #cybersecurity #121 https://t.co/xXNwDjvQ1a"
108,5/9/2019 4:43,"Melbourne, Australia","Security Tip #5: Create all infrastructure using a tool like Terraform, not via the cloud console. Infrastructure as ""code"" is much more secure.

https://t.co/5jmu5A4QUA

And PowerDown: https://t.co/A4lyxhlChG

#aws #devops #cybersecurity #121 https://t.co/BjBeFHcu7Y"
109,5/11/2019 10:09,"Melbourne, Australia","SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/uVmmjzl1xt

#aws #cloudwatch #devops #145 https://t.co/zEnMhd9DEG"
110,5/8/2019 16:28,"Melbourne, Australia","Security Tip #6: Power off unused services and servers. The most secure server is one that is powered down.

Full security checklist: https://t.co/lBkmQZbEi2

And PowerDown: https://t.co/A4lyxhlChG

#aws #devops #cybersecurity #webdev #121 https://t.co/HfPw8cwuJg"
111,5/8/2019 10:13,"Melbourne, Australia","SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/uVmmjzl1xt

#aws #cloudwatch #devops #140 https://t.co/uLsNQZaY8W"
112,5/8/2019 22:43,"Melbourne, Australia","SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/uVmmjzl1xt

#aws #cloudwatch #devops #141 https://t.co/qkvBSUxzlV"
113,5/10/2019 21:53,"Melbourne, Australia","SenseLogs a better CloudWatch Logs Viewer that runs 100% in your browser.

SenseLogs has smooth infinite scrolling and powerful full text searching.

The best viewer when creating your next App.

Try it: https://t.co/uVmmjzl1xt

#aws #cloudwatch #devops #144 https://t.co/mh7XGbflpt"
114,5/11/2019 16:21,"Melbourne, Australia","Security Tip #2: Ensure that no resources are enumerable in your public APIs. Especially for users and accounts.

Full security checklist: https://t.co/lBkmQZbEi2

And PowerDown: https://t.co/A4lyxhlChG

#aws #devops #cybersecurity #121 https://t.co/M4F0ItW72C"
115,5/12/2019 4:28,"Cairo,Egypt",How Big Tech Makes Its Money  https://t.co/Otp0mVsRLO #Amazon #AWS #Google #Gmail #Alphabet #Microsoft #Facebook #techcompanies #tech #TechNews #companies #technology #software #services #Cloud #CloudServices #TechServices #advertising #smartphones #onlineretail #Gaming #Mony
116,5/12/2019 4:10,,"[AWS CLI]
https://t.co/UStIQrkutM

[Featured video]
AWS MasterClass: Go Serverless with AWS Lambda &amp; AWS Aurora
https://t.co/jrKuqGvCmX
#AWS CLI"
117,5/12/2019 4:00,"Florida, USA","AWS announces availability of Amazon Managed Blockchain service
https://t.co/f5GNTyQQ7b

#AWS #blockchain #devops #iot #software #developer #programming #coding #tech #machinelearning #automation #apps #IT #cloudtechnology #cloudcomputing #softwaredeveloper #GrataSoftwar https://t.co/rpdwbW4nUf"
118,5/12/2019 4:00,"Orlando, FL","AWS announces availability of Amazon Managed Blockchain service
https://t.co/j9A4tzOhRq

#AWS #blockchain #devops #iot #software #developer #programming #coding #tech #machinelearning #automation #apps #IT #cloudtechnology #cloudcomputing #softwaredeveloper #GrataSoftware https://t.co/s3vCdQ9o2w"
119,5/12/2019 3:56,"New York, USA","AWS EC2 Fast and Simple  - A #FREE Course
Learn more: https://t.co/twydSUuMV9
#Java #Programming #Development #AWS #cloudcomputing #amazonwebservices https://t.co/QylCCX6xRb"
120,5/9/2019 2:40,,"Working with EC2 instance made easier. Learn how to create EC2 instance along with text and the video tutorial to deploy flask application. Ideally, it's the part 1 of tutorial series.
#aws #amazonwebservices #ec2 #cloud #cloudcomputing #flask #api
https://t.co/7k0uc9eOT5"
121,5/9/2019 16:35,,"Learn how to SSH into an EC2 instance with Flask application with EC2 tutorial series part 2.
#AWS #amazonwebservices #ec2 #cloud #CloudComputing #flask #api #SSH 
https://t.co/hfGpSW3Fb8"
122,5/12/2019 3:35,,"How to stream cloudwatch logs to AWS lambda
#lambda #cloudwatch #logs #clouds #CloudComputing #cloud #AWS #amazonwebservices #Serverless 
https://t.co/tldCqLxbLf"
123,5/12/2019 3:32,"Hyderabad, India","#LinkedIN #Twitter we are looking for a #DevOps with #skills #Azure #AWS #GIT #bash #perl #CI #CD #DOTNET

#workfromanywhere #freelance #parttimejob #startup #hyderabad #lookingfor"
124,5/11/2019 8:20,San Francisco & Colorado,"""Node.js Rocks in Docker for Dev and Ops (A Dockercon 2019 Recap)"" https://t.co/qh2Bxlt4gU #nodejs #aws"
125,5/10/2019 15:56,San Francisco & Colorado,"""Using CloudWatch and Lambda to implement ad-hoc scheduling"" by @theburningmonk https://t.co/3k3IMNwNEJ #aws #awslambda"
126,5/12/2019 3:20,San Francisco & Colorado,"""How to Add a Cache Layer to Serverless GraphQL AppSync API"" by @yia333 https://t.co/ehyAc2ui94 #aws #graphql"
127,5/10/2019 3:02,"Rotterdam, The Netherlands","<U+0001F6D2><U+0001F98D>@amazon: ""Amazon must remove toxic school supplies, kid’s jewelry from US marketplace"" https://t.co/GqxvxjErOl $AMZN #digitaltransformation #aws #Amazon #technology https://t.co/RuXiHaPdys"
128,5/10/2019 14:16,"Rotterdam, The Netherlands","<U+0001F6D2><U+0001F98D>@amazon: ""40% of Merchants on Amazon Based in China"" https://t.co/5SSAmqdd76 $AMZN #digitaltransformation #aws #Amazon #technology https://t.co/xZCIZmmPrt"
129,5/9/2019 16:38,"Rotterdam, The Netherlands","<U+0001F6D2><U+0001F98D>@amazon: ""Migrating 23TB from Amazon S3 to Backblaze B2 in Just Seven Hours"" https://t.co/AZ5dEK95mT $AMZN #digitaltransformation #aws #Amazon #technology https://t.co/DNHg6vx8x7"
130,5/9/2019 18:32,"Rotterdam, The Netherlands","<U+0001F6D2><U+0001F98D>@amazon: ""The rise of fear-based social media like Nextdoor, Citizen, and Amazon Neighbors"" https://t.co/ZBE4GdHVi4 $AMZN #digitaltransformation #aws #Amazon #technology https://t.co/GM6YW0hxOH"
131,5/12/2019 3:04,"Rotterdam, The Netherlands","<U+0001F6D2><U+0001F98D>@amazon: ""TCP/IP over Amazon Cloudwatch Logs"" https://t.co/Ieyd1atebu $AMZN #digitaltransformation #aws #Amazon #technology https://t.co/DPMmjT0wpF"
132,5/9/2019 21:41,"Rotterdam, The Netherlands","<U+0001F6D2><U+0001F98D>@amazon: ""Amazon Hit by Extensive Fraud with Hackers Siphoning Merchant Funds"" https://t.co/me0daN1sqv $AMZN #digitaltransformation #aws #Amazon #technology https://t.co/AJ3C6QK6Pz"
133,5/9/2019 1:26,"Rotterdam, The Netherlands","<U+0001F6D2><U+0001F98D>@amazon: ""Amazon S3 Path Deprecation Plan – The Rest of the Story"" https://t.co/f7W4loUx37 $AMZN #digitaltransformation #aws #Amazon #technology https://t.co/MDZ8rawyRB"
134,5/8/2019 1:08,Sri Lanka,"""Inside a Lambda Runtime: A Peek into the Serverless Lair"" by @janakaud #Serverless #AWS #Lambda @SLAppForge https://t.co/3z0xG8juiQ"
135,5/12/2019 2:48,Sri Lanka,"""Lambda for Asynchronous Message Processing through SQS"" #Serverless #AWS #Lambda @SLAppForge https://t.co/KMIJ2u0iMZ"
136,5/11/2019 14:19,Sri Lanka,"""How easy to write your first serverless application"" #Serverless #AWS #Lambda @SLAppForge https://t.co/SaL3b2xzWL"
137,5/9/2019 13:20,Sri Lanka,#AWS #APIGateway + #Lambda + #SNS = #SMS sender in 10 minutes! by @UdithArosha via @Medium #DIY #Amazon #Serverless #awslambda @ThinkServerless @SLAppForge @awscloud https://t.co/JpR1jQwt92
138,5/8/2019 7:08,Sri Lanka,"""Slappbooks: Accounting Application on a Serverless Architecture"" by @realmalithj #Serverless #AWS #Lambda @SLAppForge https://t.co/jstyj5ws4f"
139,5/10/2019 19:46,Sri Lanka,"#Sigma, the Truly #Serverless #DevKit! by @janakaud via @Medium #AWS #Lambda #Amazon @ThinkServerless @SLAppForge @SigmaIDE https://t.co/t6uwicjaky"
140,5/11/2019 2:19,Sri Lanka,SaaS-D Making #SaaS Great Again! by @asankha via @Medium #AWS #Amazon #Lambda #Serverless @ThinkServerless @SLAppForge @SigmaIDE @awscloud https://t.co/pgmrxyuxyR
141,5/9/2019 7:20,Sri Lanka,"Modify your #zip files in #S3, in place! by @janakaud #AWS #Amazon #Lambda #Serverless #FaaS @ThinkServerless @SLAppForge @SigmaIDE #awslambda https://t.co/knXWB6ZNCP"
142,5/8/2019 19:08,Sri Lanka,"""Serverless ZipChamp: Update your zip files in S3, (almost) in-place!"" by @janakaud #Serverless #AWS #Lambda @SLAppForge https://t.co/NjXo9x6d7p"
143,5/9/2019 19:20,Sri Lanka,Querying #RDS #MySQL DB with #NodeJS #Lambda Function! by @rajindrj via @ThinkServerless #AWS #Serverless #awslambda @SLAppForge @awscloud https://t.co/JzrrZgBIPh
144,5/9/2019 1:20,Sri Lanka,"""Why Serverless? Why Now?"" by @JChamath #Serverless #AWS #Lambda @SLAppForge https://t.co/Xfr3pzgBPR"
